기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20232,A,골목상권,3110137,성수초등학교,18,1,5,,,1,,,,,,,,1,,,,,,5
20233,A,골목상권,3110137,성수초등학교,18,1,5,,,1,,,,,,,,1,,,,,,5
20231,A,골목상권,3110138,송정체육공원,20,,,,,2,,,,,,,,,,,,,,9
20232,A,골목상권,3110138,송정체육공원,20,,,,,2,,,,,,,,,,,,,,9
20233,A,골목상권,3110138,송정체육공원,20,,,,,2,,,,,,,,,,,,,,9
20231,A,골목상권,3110139,자양4동주민센터,27,4,,,,4,,,,,,,,,,,,,,6
20232,A,골목상권,3110139,자양4동주민센터,27,4,,,,4,,,,,,,,,,,,,,6
20233,A,골목상권,3110139,자양4동주민센터,27,4,,,,4,,,,,,,,,,,,,,6
20231,A,골목상권,3110140,건대입구역 6번,21,,2,,1,5,,,,,,,,,,,,,,3
20232,A,골목상권,3110140,건대입구역 6번,21,,2,,1,5,,,,,,,,,,,,,,3
20233,A,골목상권,3110140,건대입구역 6번,21,,2,,1,5,,,,,,,,,,,,,,3
20231,A,골목상권,3110141,건대입구역 1번,3,,,,,,,,,,,,,,,,,,,2
20232,A,골목상권,3110141,건대입구역 1번,3,,,,,,,,,,,,,,,,,,,2
20233,A,골목상권,3110141,건대입구역 1번,3,,,,,,,,,,,,,,,,,,,2
20231,A,골목상권,3110142,화양사거리,28,,1,,,2,,,,,,,,,,,,,,3
20232,A,골목상권,3110142,화양사거리,28,,1,,,2,,,,,,,,,,,,,,3
20233,A,골목상권,3110142,화양사거리,28,,1,,,2,,,,,,,,,,,,,,3
20231,A,골목상권,3110144,어린이대공원역 4번,3,1,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110144,어린이대공원역 4번,3,1,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110144,어린이대공원역 4번,3,1,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110146,신자초등학교,15,,,,,1,,,,,,,,,,,,,,2
20232,A,골목상권,3110146,신자초등학교,15,,,,,1,,,,,,,,,,,,,,2
20233,A,골목상권,3110146,신자초등학교,15,,,,,1,,,,,,,,,,,,,,2
20231,A,골목상권,3110147,능동우편취급국,12,1,,,,2,,,,,,,,,,,,,,3
20232,A,골목상권,3110147,능동우편취급국,12,1,,,,2,,,,,,,,,,,,,,3
20233,A,골목상권,3110147,능동우편취급국,12,1,,,,2,,,,,,,,,,,,,,3
20231,A,골목상권,3110148,어린이대공원역 3번,1,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110148,어린이대공원역 3번,1,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110148,어린이대공원역 3번,1,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110149,세종대학교,7,,,,1,,,,,,,,,,,,,,,2
20232,A,골목상권,3110149,세종대학교,7,,,,1,,,,,,,,,,,,,,,2
20233,A,골목상권,3110149,세종대학교,7,,,,1,,,,,,,,,,,,,,,2
20231,A,골목상권,3110150,중곡1동 마을마당,8,,,,,,,,,,,,,,,,,,,5
20232,A,골목상권,3110150,중곡1동 마을마당,8,,,,,,,,,,,,,,,,,,,5
20233,A,골목상권,3110150,중곡1동 마을마당,8,,,,,,,,,,,,,,,,,,,5
20231,A,골목상권,3110151,자양한강도서관,14,,,,,2,,,,,,,,,,,,,,4
20232,A,골목상권,3110151,자양한강도서관,14,,,,,2,,,,,,,,,,,,,,4
20233,A,골목상권,3110151,자양한강도서관,14,,,,,2,,,,,,,,,,,,,,4
20231,A,골목상권,3110152,중곡어린이공원,6,,,,,,,,,,,,,,,,,,,4
20232,A,골목상권,3110152,중곡어린이공원,6,,,,,,,,,,,,,,,,,,,4
20233,A,골목상권,3110152,중곡어린이공원,6,,,,,,,,,,,,,,,,,,,4
20231,A,골목상권,3110153,중곡1동주민센터,4,1,,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110153,중곡1동주민센터,4,1,,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110153,중곡1동주민센터,4,1,,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110156,군자역 5번,4,1,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110156,군자역 5번,4,1,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110156,군자역 5번,4,1,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110174,아차산역 1번,12,,,,,2,,,,,,,,,,,,,,5
20232,A,골목상권,3110174,아차산역 1번,12,,,,,2,,,,,,,,,,,,,,5
20233,A,골목상권,3110174,아차산역 1번,12,,,,,2,,,,,,,,,,,,,,5
20231,A,골목상권,3110175,푸른동산공원,10,,,,,,1,,,,,,,,,,,,,2
20232,A,골목상권,3110175,푸른동산공원,10,,,,,,1,,,,,,,,,,,,,2
20233,A,골목상권,3110175,푸른동산공원,10,,,,,,1,,,,,,,,,,,,,2
20231,A,골목상권,3110178,장로회신학대학교,5,,,,,,,,,,,,,,,,,,,2
20232,A,골목상권,3110178,장로회신학대학교,5,,,,,,,,,,,,,,,,,,,2
20233,A,골목상권,3110178,장로회신학대학교,5,,,,,,,,,,,,,,,,,,,2
20231,A,골목상권,3110179,광나루역 1번,10,1,1,,,,,,,,,,,,,,,,1,2
20232,A,골목상권,3110179,광나루역 1번,10,1,1,,,,,,,,,,,,,,,,1,2
20233,A,골목상권,3110179,광나루역 1번,10,1,1,,,,,,,,,,,,,,,,1,2
20231,A,골목상권,3110154,광진정말공원,26,,,,,4,,,,,,,,,,,,,,5
20232,A,골목상권,3110154,광진정말공원,26,,,,,4,,,,,,,,,,,,,,5
20233,A,골목상권,3110154,광진정말공원,26,,,,,4,,,,,,,,,,,,,,5
20231,A,골목상권,3110155,광진구청,6,,1,,,,1,,,,1,,,,,,,,,1
20232,A,골목상권,3110155,광진구청,6,,1,,,,1,,,,1,,,,,,,,,1
20233,A,골목상권,3110155,광진구청,6,,1,,,,1,,,,1,,,,,,,,,1
20231,A,골목상권,3110161,중곡역 3번,23,1,1,,,4,,,,,,,,,,,,,,4
20232,A,골목상권,3110161,중곡역 3번,23,1,1,,,4,,,,,,,,,,,,,,4
20233,A,골목상권,3110161,중곡역 3번,23,1,1,,,4,,,,,,,,,,,,,,4
20231,A,골목상권,3110162,군자역 4번,6,,,,,,1,,,,,,,,,,,,,
20232,A,골목상권,3110162,군자역 4번,6,,,,,,1,,,,,,,,,,,,,
20233,A,골목상권,3110162,군자역 4번,6,,,,,,1,,,,,,,,,,,,,
20231,A,골목상권,3110143,뚝섬유원지역 1번,3,,,,,,1,,,,,,,,,,,,,
20232,A,골목상권,3110143,뚝섬유원지역 1번,3,,,,,,1,,,,,,,,,,,,,
20233,A,골목상권,3110143,뚝섬유원지역 1번,3,,,,,,1,,,,,,,,,,,,,
20231,A,골목상권,3110176,해오름공원,21,,,,,1,,,,,,,,,,,,,,9
20232,A,골목상권,3110176,해오름공원,21,,,,,1,,,,,,,,,,,,,,9
20233,A,골목상권,3110176,해오름공원,21,,,,,1,,,,,,,,,,,,,,9
20231,A,골목상권,3110177,동의초등학교,1,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110177,동의초등학교,1,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110177,동의초등학교,1,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110163,성자초등학교,14,,,,,2,,,,,,,,,,,,,,2
20232,A,골목상권,3110163,성자초등학교,14,,,,,2,,,,,,,,,,,,,,2
20233,A,골목상권,3110163,성자초등학교,14,,,,,2,,,,,,,,,,,,,,2
20231,A,골목상권,3110164,아차산역 5번,3,,,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110164,아차산역 5번,3,,,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110164,아차산역 5번,3,,,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110165,국립정신건강센터,10,,,,,,,,,,,,,,,,,,,6
20232,A,골목상권,3110165,국립정신건강센터,10,,,,,,,,,,,,,,,,,,,6
20233,A,골목상권,3110165,국립정신건강센터,10,,,,,,,,,,,,,,,,,,,6
20231,A,골목상권,3110166,구의1동주민센터,12,1,1,,,1,,,,,,,,,,,,,,3
20232,A,골목상권,3110166,구의1동주민센터,12,1,1,,,1,,,,,,,,,,,,,,3
20233,A,골목상권,3110166,구의1동주민센터,12,1,1,,,1,,,,,,,,,,,,,,3
20231,A,골목상권,3110167,용마초등학교,25,,1,,,5,,,,,,,,,,,,,,3
20232,A,골목상권,3110167,용마초등학교,25,,1,,,5,,,,,,,,,,,,,,3
20233,A,골목상권,3110167,용마초등학교,25,,1,,,5,,,,,,,,,,,,,,3
20231,A,골목상권,3110168,대원고등학교,3,,,,,,,,,,,,,,,,,,,3
20232,A,골목상권,3110168,대원고등학교,3,,,,,,,,,,,,,,,,,,,3
20233,A,골목상권,3110168,대원고등학교,3,,,,,,,,,,,,,,,,,,,3
20231,A,골목상권,3110169,성동초등학교,18,,,,,2,1,,,,,,,,,,,,,3
20232,A,골목상권,3110169,성동초등학교,18,,,,,2,1,,,,,,,,,,,,,3
20233,A,골목상권,3110169,성동초등학교,18,,,,,2,1,,,,,,,,,,,,,3
20231,A,골목상권,3110170,동대부여고,8,,,,,2,,,,,,,,,,,,,,2
20232,A,골목상권,3110170,동대부여고,8,,,,,2,,,,,,,,,,,,,,2
20233,A,골목상권,3110170,동대부여고,8,,,,,2,,,,,,,,,,,,,,2
20231,A,골목상권,3110171,중곡4동주민센터,9,1,,,,,,,,,,,,,,,,,,2
20232,A,골목상권,3110171,중곡4동주민센터,9,1,,,,,,,,,,,,,,,,,,2
20233,A,골목상권,3110171,중곡4동주민센터,9,1,,,,,,,,,,,,,,,,,,2
20231,A,골목상권,3110172,광진초등학교,10,1,1,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110172,광진초등학교,10,1,1,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110172,광진초등학교,10,1,1,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110173,구남초등학교,5,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110173,구남초등학교,5,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110173,구남초등학교,5,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110180,광진정보도서관,11,1,1,,,1,,,,,,,,,,,,,,5
20232,A,골목상권,3110180,광진정보도서관,11,1,1,,,1,,,,,,,,,,,,,,5
20233,A,골목상권,3110180,광진정보도서관,11,1,1,,,1,,,,,,,,,,,,,,5
20231,A,골목상권,3110181,신설동역 9번,6,1,1,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110181,신설동역 9번,6,1,1,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110181,신설동역 9번,6,1,1,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110182,용두희망어린이공원,12,,,,1,1,,,,,,,,,,,,,,3
20232,A,골목상권,3110182,용두희망어린이공원,12,,,,1,1,,,,,,,,,,,,,,3
20233,A,골목상권,3110182,용두희망어린이공원,12,,,,1,1,,,,,,,,,,,,,,3
20231,A,골목상권,3110183,한국의류시험연구원,7,,,,,,,,,,,,,,,,,,,3
20232,A,골목상권,3110183,한국의류시험연구원,7,,,,,,,,,,,,,,,,,,,3
20233,A,골목상권,3110183,한국의류시험연구원,7,,,,,,,,,,,,,,,,,,,3
20231,A,골목상권,3110206,텃골근린공원,12,1,,,,2,1,,,,,,,,,,,,,2
20232,A,골목상권,3110206,텃골근린공원,12,1,,,,2,1,,,,,,,,,,,,,2
20233,A,골목상권,3110206,텃골근린공원,12,1,,,,2,1,,,,,,,,,,,,,2
20231,A,골목상권,3110207,시립대앞사거리,2,,,,,,,,,,,,,,,,,,,2
20232,A,골목상권,3110207,시립대앞사거리,2,,,,,,,,,,,,,,,,,,,2
20233,A,골목상권,3110207,시립대앞사거리,2,,,,,,,,,,,,,,,,,,,2
20231,A,골목상권,3110208,시조사삼거리,6,,,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110208,시조사삼거리,6,,,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110208,시조사삼거리,6,,,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110209,답십리 장령당공원,3,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110209,답십리 장령당공원,3,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110209,답십리 장령당공원,3,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110184,용두사거리,7,,,,,1,,,,,,,,,,,,,,2
20232,A,골목상권,3110184,용두사거리,7,,,,,1,,,,,,,,,,,,,,2
20233,A,골목상권,3110184,용두사거리,7,,,,,1,,,,,,,,,,,,,,2
20231,A,골목상권,3110185,용두초등학교,3,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110185,용두초등학교,3,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110185,용두초등학교,3,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110186,종암초등학교,4,,,,,1,,,,,,,,,,,,,,2
20232,A,골목상권,3110186,종암초등학교,4,,,,,1,,,,,,,,,,,,,,2
20233,A,골목상권,3110186,종암초등학교,4,,,,,1,,,,,,,,,,,,,,2
20231,A,골목상권,3110187,제기동역 6번,27,1,1,1,,6,,,,,,,,,,,,,,3
20232,A,골목상권,3110187,제기동역 6번,27,1,1,1,,6,,,,,,,,,,,,,,3
20233,A,골목상권,3110187,제기동역 6번,27,1,1,1,,6,,,,,,,,,,,,,,3
20231,A,골목상권,3110188,용두동신동아아파트,11,1,,,,2,,,,,,,,,,,,,,2
20232,A,골목상권,3110188,용두동신동아아파트,11,1,,,,2,,,,,,,,,,,,,,2
20233,A,골목상권,3110188,용두동신동아아파트,11,1,,,,2,,,,,,,,,,,,,,2
20232,A,골목상권,3110189,제기동역 1번,6,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110189,제기동역 1번,6,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110190,고대앞사거리,10,,,,,,1,,,,,,,,,,,,,4
20232,A,골목상권,3110190,고대앞사거리,10,,,,,,1,,,,,,,,,,,,,4
20233,A,골목상권,3110190,고대앞사거리,10,,,,,,1,,,,,,,,,,,,,4
20231,A,골목상권,3110195,동대문구청,17,,,,,3,1,,,,,,,,,,,,,1
20232,A,골목상권,3110195,동대문구청,17,,,,,3,1,,,,,,,,,,,,,1
20233,A,골목상권,3110195,동대문구청,17,,,,,3,1,,,,,,,,,,,,,1
20231,A,골목상권,3110196,홍릉근린공원,3,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110196,홍릉근린공원,3,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110196,홍릉근린공원,3,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110197,세종대왕기념관교차로,2,,,,,,1,,,,,,,,,,,,,
20232,A,골목상권,3110197,세종대왕기념관교차로,2,,,,,,1,,,,,,,,,,,,,
20233,A,골목상권,3110197,세종대왕기념관교차로,2,,,,,,1,,,,,,,,,,,,,
20231,A,골목상권,3110198,동대문중앙새마을금고본점,3,,,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110198,동대문중앙새마을금고본점,3,,,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110198,동대문중앙새마을금고본점,3,,,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110199,홍릉시장,16,,,,,2,,,,,,,,,4,,,,,3
20232,A,골목상권,3110199,홍릉시장,16,,,,,2,,,,,,,,,4,,,,,3
20233,A,골목상권,3110199,홍릉시장,16,,,,,2,,,,,,,,,4,,,,,3
20231,A,골목상권,3110200,동대문경찰서,9,,,,,,,,,,,,,,1,,,,,2
20232,A,골목상권,3110200,동대문경찰서,9,,,,,,,,,,,,,,1,,,,,2
20233,A,골목상권,3110200,동대문경찰서,9,,,,,,,,,,,,,,1,,,,,2
20231,A,골목상권,3110201,전농119안전센터,6,,,,,,,,,,,,,,2,,,,,1
20232,A,골목상권,3110201,전농119안전센터,6,,,,,,,,,,,,,,2,,,,,1
20233,A,골목상권,3110201,전농119안전센터,6,,,,,,,,,,,,,,2,,,,,1
20231,A,골목상권,3110202,전농1동주민센터(전농시장),9,1,,,1,1,,,,1,,,,,2,,,,,1
20232,A,골목상권,3110202,전농1동주민센터(전농시장),9,1,,,1,1,,,,1,,,,,2,,,,,1
20233,A,골목상권,3110202,전농1동주민센터(전농시장),9,1,,,1,1,,,,1,,,,,2,,,,,1
20231,A,골목상권,3110203,떡전교사거리,4,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110203,떡전교사거리,4,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110203,떡전교사거리,4,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110191,고려대역 6번,9,,,,,1,,,,,1,,,,1,,,,,3
20232,A,골목상권,3110191,고려대역 6번,9,,,,,1,,,,,1,,,,1,,,,,3
20233,A,골목상권,3110191,고려대역 6번,9,,,,,1,,,,,1,,,,1,,,,,3
20231,A,골목상권,3110192,동의보감타워,9,,,,1,1,,,,,,,,,,,,,,3
20232,A,골목상권,3110192,동의보감타워,9,,,,1,1,,,,,,,,,,,,,,3
20233,A,골목상권,3110192,동의보감타워,9,,,,1,1,,,,,,,,,,,,,,3
20231,A,골목상권,3110193,고려대역 4번,12,1,,,,,,,,,,,,,,,,,1,3
20232,A,골목상권,3110193,고려대역 4번,12,1,,,,,,,,,,,,,,,,,1,3
20233,A,골목상권,3110193,고려대역 4번,12,1,,,,,,,,,,,,,,,,,1,3
20231,A,골목상권,3110194,홍파초등학교,6,,,,,,,,,,,,,,,,,,,2
20232,A,골목상권,3110194,홍파초등학교,6,,,,,,,,,,,,,,,,,,,2
20233,A,골목상권,3110194,홍파초등학교,6,,,,,,,,,,,,,,,,,,,2
20231,A,골목상권,3110204,간데메공원,20,1,1,,,3,,,,,,,,,,,,,,2
20232,A,골목상권,3110204,간데메공원,20,1,1,,,3,,,,,,,,,,,,,,2
20233,A,골목상권,3110204,간데메공원,20,1,1,,,3,,,,,,,,,,,,,,2
20231,A,골목상권,3110205,경희대삼거리,12,1,,,,,,,,,,,,,,,,,,3
20232,A,골목상권,3110205,경희대삼거리,12,1,,,,,,,,,,,,,,,,,,3
20233,A,골목상권,3110205,경희대삼거리,12,1,,,,,,,,,,,,,,,,,,3
20231,A,골목상권,3110228,장안근린공원,17,2,,,,1,,,,,,,,,,,,,,4
20232,A,골목상권,3110228,장안근린공원,17,2,,,,1,,,,,,,,,,,,,,4
20233,A,골목상권,3110228,장안근린공원,17,2,,,,1,,,,,,,,,,,,,,4
20231,A,골목상권,3110229,장평중학교,15,,,,,1,,,1,,,,,,,,,,,1
20232,A,골목상권,3110229,장평중학교,15,,,,,1,,,1,,,,,,,,,,,1
20233,A,골목상권,3110229,장평중학교,15,,,,,1,,,1,,,,,,,,,,,1
20231,A,골목상권,3110230,장안현대홈타운1차아파트,12,,,,,1,,,,,,,,,,,,,,4
20232,A,골목상권,3110230,장안현대홈타운1차아파트,12,,,,,1,,,,,,,,,,,,,,4
20233,A,골목상권,3110230,장안현대홈타운1차아파트,12,,,,,1,,,,,,,,,,,,,,4
20231,A,골목상권,3110231,장안교,2,,,,,,,,,,,,,,,,,,,
20232,A,골목상권,3110231,장안교,2,,,,,,,,,,,,,,,,,,,
20233,A,골목상권,3110231,장안교,2,,,,,,,,,,,,,,,,,,,
20231,A,골목상권,3110232,동대부고,12,,,,,3,,,,,,,,,,,,,,3
20232,A,골목상권,3110232,동대부고,12,,,,,3,,,,,,,,,,,,,,3
20233,A,골목상권,3110232,동대부고,12,,,,,3,,,,,,,,,,,,,,3
20231,A,골목상권,3110224,외대앞역 2번,8,,,,,2,,,,,,,,,,,,,,
20232,A,골목상권,3110224,외대앞역 2번,8,,,,,2,,,,,,,,,,,,,,
20233,A,골목상권,3110224,외대앞역 2번,8,,,,,2,,,,,,,,,,,,,,
20231,A,골목상권,3110225,촬영소사거리,7,,,,,1,,,,,,,,,,,,,,2
20232,A,골목상권,3110225,촬영소사거리,7,,,,,1,,,,,,,,,,,,,,2
20233,A,골목상권,3110225,촬영소사거리,7,,,,,1,,,,,,,,,,,,,,2
20231,A,골목상권,3110210,서울시립대,14,1,,,,,,,,,,,,,,,,,,5
20232,A,골목상권,3110210,서울시립대,14,1,,,,,,,,,,,,,,,,,,5
20233,A,골목상권,3110210,서울시립대,14,1,,,,,,,,,,,,,,,,,,5
20231,A,골목상권,3110211,전곡마을마당공원,14,,,,,,1,,,,,,,,,,,,,3
20232,A,골목상권,3110211,전곡마을마당공원,14,,,,,,1,,,,,,,,,,,,,3
20233,A,골목상권,3110211,전곡마을마당공원,14,,,,,,1,,,,,,,,,,,,,3
20231,A,골목상권,3110212,답십리초등학교,24,,,,,1,,,,,,,,,,,,,,4
20232,A,골목상권,3110212,답십리초등학교,24,,,,,1,,,,,,,,,,,,,,4
20233,A,골목상권,3110212,답십리초등학교,24,,,,,1,,,,,,,,,,,,,,4
20231,A,골목상권,3110213,청량초등학교,9,,1,,,,1,,,,,,,,,,,,,2
20232,A,골목상권,3110213,청량초등학교,9,,1,,,,1,,,,,,,,,,,,,2
20233,A,골목상권,3110213,청량초등학교,9,,1,,,,1,,,,,,,,,,,,,2
20231,A,골목상권,3110214,경희대후문,10,,,,,1,,,,,4,,,,,,,,,3
20232,A,골목상권,3110214,경희대후문,10,,,,,1,,,,,4,,,,,,,,,3
20233,A,골목상권,3110214,경희대후문,10,,,,,1,,,,,4,,,,,,,,,3
20231,A,골목상권,3110215,회기역 1번,9,1,,,,1,,,,,,,,,1,,,,,
20232,A,골목상권,3110215,회기역 1번,9,1,,,,1,,,,,,,,,1,,,,,
20233,A,골목상권,3110215,회기역 1번,9,1,,,,1,,,,,,,,,1,,,,,
20231,A,골목상권,3110216,전농중학교,12,,,,,3,,,,,,,,,,,,,,2
20232,A,골목상권,3110216,전농중학교,12,,,,,3,,,,,,,,,,,,,,2
20233,A,골목상권,3110216,전농중학교,12,,,,,3,,,,,,,,,,,,,,2
20231,A,골목상권,3110217,자동차부품상가,1,,,,,,,,,,,,,,,,,,,1
20232,A,골목상권,3110217,자동차부품상가,1,,,,,,,,,,,,,,,,,,,1
20233,A,골목상권,3110217,자동차부품상가,1,,,,,,,,,,,,,,,,,,,1
20231,A,골목상권,3110218,답십리사거리,26,,,,,2,,,,,,,,,,,,,,3
20232,A,골목상권,3110218,답십리사거리,26,,,,,2,,,,,,,,,,,,,,3
20233,A,골목상권,3110218,답십리사거리,26,,,,,2,,,,,,,,,,,,,,3
20231,A,골목상권,3110219,삼육보건대학교,17,1,,,,5,,,1,,,,,,,,,,,1
20232,A,골목상권,3110219,삼육보건대학교,17,1,,,,5,,,1,,,,,,,,,,,1
20233,A,골목상권,3110219,삼육보건대학교,17,1,,,,5,,,1,,,,,,,,,,,1
20231,A,골목상권,3110220,외대앞역 1번,27,,,,,4,,,,,,,,,,,,,,4
20232,A,골목상권,3110220,외대앞역 1번,27,,,,,4,,,,,,,,,,,,,,4
20233,A,골목상권,3110220,외대앞역 1번,27,,,,,4,,,,,,,,,,,,,,4
20232,A,골목상권,3110221,의릉,8,,,,,,,,,,2,,,,,,,,,1
